"message_id","parent_id","user_id","creadte_date","title","text","사용여부","분류","role","lang","review_count","review_result","deleted","rank","synthetic","model_name","detoxify","message_tree_id","tree_state","emojis","lavels","link","변호사명"
"d030368f-fe60-43fb-a359-2b33e4a519d4","null","e339f8bd-509b-4d5b-949b-144adf79b22e","2024-08-07T10:51:20.004950+09:00","SNS에서 미성년자의 나체사진을 받았을 때 처벌 가능성.","SNS에서 미성년자의 나체사진완주을 받완주았을  완주 때 처벌 가능완주성.","None","형사","prompter","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","d030368f-fe60-43fb-a359-2b33e4a519d4","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433554"," "
"ff20b62a-e39f-4214-84b5-9b32d43290b3","d030368f-fe60-43fb-a359-2b33e4a519d4","edfab322-50ac-4573-b5c1-471392559694","2024-08-07T10:51:19.984000+09:00","null","실제 상대방과의 대화 내용 등에 대한 검토가 필요해
         보입니다.
         기재하신 교환 등의 단어가 다른 대화 등을 통해 신체 사진인 것을 유추할 수 있다면 문제의 소지가 있으므로
         연락 주시면 작성자분의 사안을 상세히 확인 후, 전주
         해결에 도움이 되는 전문 변호인을 보유한 저희 법무전주법인에서 전주성심껏 안내 도와 드리 겠습니다. ","None","형사","assistant","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","d030368f-fe60-43fb-a359-2b33e4a519d4","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433554","장휘일 변호사"
"ff18fad6-c926-4ff5-b1fc-9d22f82529a8","null","44053743-2fac-4d62-81f4-2b9c6e9e7e73","2024-08-07T10:51:19.984000+09:00","혼인관계와 상간 피소에 대한 문의.","혼인관계와 상간 피소에 대한 문의. ","None","형사","prompter","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","ff18fad6-c926-4ff5-b1fc-9d22f82529a8","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433713"," "
"1c893c8e-f240-4ea3-abbe-43df05ed8b84","ff18fad6-c926-4ff5-b1fc-9d22f82529a8","7ab861bb-96bc-450e-9f52-b3ad4940e263","2024-08-07T10:51:19.984000+09:00","null","안녕하세요 대한변호사협회 인증 가사전문변호사 오엔법률사무소
         대표변호사입니다.

         1. 상간소송 가능하고, 위자료 배상책임 인정됩니다.
         2. 참작되는 사유입니다. 그러나 외도 자체를 부인할 수는 없습니다.
         3. 위자료는 잘 방어하면 1500 안팎이 될 것 같은데 원고가 제출하는 증거가 중요합니다.

         관련해서 연락주시면 향후절차나 대응방향 등에 대해 상세히 안내드리겠습니다.","None","형사","assistant","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","ff18fad6-c926-4ff5-b1fc-9d22f82529a8","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433713","백서준 변호사"
"0dd09502-73c3-40e6-87e2-2926489d1101","null","04a863dd-642d-4429-86d1-9609c75df160","2024-08-07T10:51:20.052918+09:00","가정폭력으로 의절한 아버지의 부양 책임 문제.","가정폭력으로 의절한 아버지의 부양 책임 문제. ","None","형사","prompter","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","0dd09502-73c3-40e6-87e2-2926489d1101","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433279"," "
"eef1b247-c9bd-4f5c-9a1c-994ee40a8e02","0dd09502-73c3-40e6-87e2-2926489d1101","1ec16ffa-2b62-4482-909d-d1a96f149c89","2024-08-07T10:51:19.984995+09:00","null","민법 제75조는 ' 부양의 의무는 부양을 받을 자가
         자기의 자력 또는 근로에 의하여 생활을 유지할 수 없는 경우에 한하여 이를 이행할 책임이 있다' 라고 규정하고 있습니다.

         피부양자인 아버지가 부양자(자녀들)에게 부양료를 청구하기 위해서는 1) 아버지 본인의 무자력, 2) 자녀들의 부양능력이 요구됩니다.

         위 사안에서는 아버지가 무자력이고 상담인을 비롯한 가족들에게 경제력이 있다면 부양의 의무가 있다고 사료됩니다. 과거 법원은 자녀의 부양의무를 다하지 아니한 어머니가
         자녀들에게 부양료를 청구한 사안에서 이를 인정하기도 하였습니다.

         그러나, 최근에는 부양의무자와 부양권리자의 관계를 중요하게 판단하여 혼인파탄의 원인을 제공하고 자녀들을 양육하지 아니한 아버지의 부양료 청구를 권리남용이라고
         판단하여 기각하는 사례가 발생하고 있어, 부양의무를 일률적으로 정하기는 어려운 상황입니다.

         상담인의 사안에서는 아버지의 가정폭력으로 가정이 해체되고, 아버지가 가족들의 부양을 하지도 아니한 것으로 보아, 자녀들에게 부양청구를 하더라도 기각될 가능성이 높아
         보입니다. 따라서, 상담인께서 아버지의 병원비를 비롯한 부양료 지급을 거절할 수도 있다고 사료됩니다.

         부양료 청구와는 별도로 병원이나 고모는, 아버지의 사망 후, 아버지의 병원비를 상속인들에게 지급하라 청구할 수 있습니다.","None","형사","assistant","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","0dd09502-73c3-40e6-87e2-2926489d1101","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433279","김재문 변호사"
"a7bcc692-21c0-4307-9272-8ee6e092b61c","null","f8bf186e-f8fb-4352-b593-2fe1f9341af6","2024-08-07T10:51:19.988971+09:00","갤러리 특정 이용자 명예훼손, 모욕죄 고소 가능성에 대한 상담.","갤러리 특정 이용자 명예훼손, 모욕죄 고소 가능성에 대한 상담. ","None","형사","prompter","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","a7bcc692-21c0-4307-9272-8ee6e092b61c","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433688"," "
"27c81bea-a451-4b6c-8e00-ec7552a90e8d","a7bcc692-21c0-4307-9272-8ee6e092b61c","a635d5ff-8f0e-437a-a776-3d3ebcc734c9","2024-08-07T10:51:19.984995+09:00","null","의뢰인님이 전문가 인증심사를 했던 카페에 의뢰인님에 대한
         핸드폰번호 등의 신상이 등록되어 있을 경우

         위 작성글에 대한 모욕죄가 성립할 것으로 보이며, 이에 대해 고소가 가능합니다.

         카페내 댓글과 D사이트 갤러리 글 게시자가 동일인물이 아닐 가능성 역시 배재할 수 없으니
         둘 다 고소를 진행하셔야 할 것으로 보입니다.

         상담을 통해 더욱더 구체적인 사실관계를 전달주신다면
         더욱더 확실한 답변을 전달드리도록 하겠습니다.

         언제든지 문의주시면 불안감을 지워드리겠습니다.

         감사합니다.

         [법률사무소 피벗 / 대표변호사 김경수]","None","형사","assistant","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","a7bcc692-21c0-4307-9272-8ee6e092b61c","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433688","김경수 변호사"
"56ccd338-73fa-4d5b-bef0-4e12f08f82f1","null","b44608f3-69ac-4abb-8247-b7c1f5488070","2024-08-07T10:51:19.989962+09:00","카촬 피해자의 증거인멸에 대한 상담.","카촬 피해자의 증거인멸에 대한 상담. ","None","형사","prompter","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","56ccd338-73fa-4d5b-bef0-4e12f08f82f1","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433714"," "
"6a75b35c-3995-4c96-9bb4-b24e5a87d16f","56ccd338-73fa-4d5b-bef0-4e12f08f82f1","3572cbb0-30be-4302-bb86-1f0aeb476612","2024-08-07T10:51:19.984995+09:00","null","카촬이 인정되기 위해서는 의뢰인님이 촬영을 하였다는 증거가
         필요하며 대부분의 수사관이 증거가 없을 경우 인정하지 않습니다.
         말씀하시는 그 동탄 경찰서 예의 경우 매우 드문 사례이며,
         혹시라도 수사관이 증거가 없음에도 불구하고 계속 의뢰인님을 압박한다면
         그런 태도로부터 벗어나 무죄를 주장하기 위해서라도
         변호사 선임이 필요하신 상황입니다.

         CCTV가 중요한 증거이므로 이에 대한 증거보전 신청을 하시고
         혹은 CCTV 관리자에게 말해놓고 확인해 놓으실 수도 있습니다.

         상담을 통해 더욱더 구체적인 사실관계를 전달주신다면
         더욱더 확실한 답변을 전달드리도록 하겠습니다.

         언제든지 문의주시면 불안감을 지워드리겠습니다.

         감사합니다.

         [법률사무소 피벗 / 대표변호사 김경수]","None","형사","assistant","ko","0","null","false","null","false","null","{ ""toxicity"": 0.0, ""severe_toxicity"": 0.0, ""obscene"": 0.0, ""identity_attack"": 0.0, ""insult"": 0.0, ""threat"": 0.0, ""sexual_explicit"": 0.0 }","56ccd338-73fa-4d5b-bef0-4e12f08f82f1","ready_for_export","{ ""name"": [ ""_skip_labeling"" ], ""count"": [ 2 ] }","{ ""name"": [ ""spam"", ""lang_mismatch"", ""pii"", ""not_appropriate"", ""hate_speech"", ""sexual_content"", ""quality"", ""toxicity"", ""humor"", ""creativity"", ""violence"" ], ""value"": [ 0, 0, 0, 0, 0, 0, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0 ], ""count"": [ 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 ] }","https://www.lawtalk.co.kr/qna/433714","김경수 변호사"
